Raf,Mek,PLCg,PIP2,PIP3,Erk,Akt,PKA,PKC,p38,JNK
-0.5411226806234504,-0.7294987060221484,-0.16266546351585015,0.38871697269190536,-0.5598216081547603,-0.8620343516412461,-1.1746458505180728,-0.5015072410382494,-0.963360925035426,-1.3050044254780875,-1.6681863326951665
-0.9875430921220828,-0.5247253982745463,0.15013173935144136,0.8357267152937777,-0.25400564392457414,-1.6834399471344752,-0.687890790325384,-0.6325239403624648,-0.303378084109044,-0.10849566277547118,0.43745082999838536
-0.8521443343494249,-2.523133049488688,-1.528912413424474,-1.2714863671698735,-0.9398533310179135,-2.0138969409228658,-1.3098437579956286,-0.7125673485088295,-1.5863723972182062,-1.6205371583197195,-1.0810334179563612
-0.9853588808855278,-1.80911764281187,-1.262336825788816,-0.700505913695268,-1.713252271021615,-0.7234287658001725,-1.47465361072826,-0.9895174938809341,-1.6601578479570827,-1.487188885642546,-2.6239930126196738
-1.4594003805071485,-0.8268265910482665,-0.2524115027586917,-0.3268533722797397,-0.35234569360245643,-0.2310929299678847,-0.6207901265453963,0.0042985851360341125,-1.1833202918994803,-0.6130011934179045,-0.4203815142307976
-0.5145610603026733,-0.16520663143231756,-0.6506773688451157,-0.21910739115234443,-0.26476607338379154,-1.3892327876218622,-0.2661886317008557,-0.6550862666419202,-0.9879501404415807,-0.49523758993214595,-0.7136047249520782
-0.5041801360345648,-1.0216273213339007,-0.10214699255210652,-0.8694160493412817,-0.43439444392186566,-1.8568520580927752,-0.798822216336149,-0.5288564043795265,-0.8696484540965276,-2.5713143025718956,-1.5194307214894442
0.0630573191023361,-0.5755352153723939,-0.7951756291529287,-3.1795611493161573,-2.0960401704935108,-0.9704904723939973,0.01808477186094287,-1.1253436730222952,-0.7761537853240456,-1.065487915671461,-1.5967070048784964
-0.20937031893428731,-0.6674951004852926,-1.389736089681244,-2.4582450724335825,-1.865263538433112,-1.0269364671226437,-0.8902757428563481,-1.3026299549815852,-2.011655621656471,-1.5476865384862246,-0.6942822919825659
-0.7538456053992056,-0.8974307773637276,-0.15106445484394956,0.41102804546470084,-1.3683628947471709,-0.9947914767844348,-1.1756385718401423,-0.25031846726285334,-0.5069016377812274,-0.5779170860548923,-0.6193788035981032
-0.8655810782539883,-0.6497650344310565,-0.6989526177043125,-0.2769539669959318,-0.36883279077430803,-0.7259612171581534,-0.16003602001507855,-0.2743645846437153,-0.07270768922764849,-0.02812891759389937,-0.15174382881658177
-0.7357268928745548,-1.8220941083496611,-1.7959280125060728,-1.8717557997666348,-0.5409688712027851,-1.1497643747627848,-1.5497489398178579,-0.42416711234029125,-1.0959860453567354,-0.8691197755115115,-1.0105915777267638
-0.45724180617500665,-0.8243732493355299,-0.35529387935725204,-0.20200261522061408,-0.08644508469673604,-0.9406419575851938,0.0451995599806623,-0.5339485732915872,0.14793753497561665,-0.5645115567435036,-0.7021618992739104
-0.9476025715279293,-1.0093190553474336,0.16537662525134772,0.6685826348421547,-0.4375943397808396,-1.64088474522902,-1.8565504122193714,-0.9819229424318618,-1.0744534516071405,-1.514313431219073,-1.2366647163788385
-1.7293583028976571,-1.7560324848700535,0.2637749295395383,0.6462890575759777,0.11729581899072175,-1.1024392529164009,0.3330802411797464,-0.24753749309157422,-0.32681330892105404,-0.6379831804219238,-0.9704457640910927
-1.1913453812211194,-1.9085942011869124,0.08428204344894472,-0.6006631682448852,-0.5180521208214109,-1.6711313557706005,-1.0855082458348821,-1.1608621064093574,-1.235174548350927,-1.43637347038542,-1.1855427417003992
-0.6054177898890399,-0.784204228231409,-0.46132706164493004,-0.7549444407905596,-0.9362605132012112,-1.4055977733846352,-2.2804416365968603,-1.7082115548587924,-0.9869611891351004,-1.1979902759856673,-1.4397092089521122
0.16631492871614256,-0.42054225965295416,-1.081972561033958,-1.6402939243337453,-0.7915062851028043,-0.8782164186807917,-0.8339229400531486,-0.32015521957002563,-1.2817079771548896,-1.9261560547888077,-0.8062403027740438
-1.0405046848577277,-0.8000456420160678,-0.9636261888119066,-0.2697795785581009,-1.0778677712453406,-1.5378748856370394,-1.4480365175512582,-1.041688447043515,-2.0498569736374765,-0.5405481967233275,-1.410002741942029
-0.3058540554241973,-1.3470415857773488,-1.281957714341059,-1.1161690196372231,-1.939085318907827,-1.670957782841415,-1.1205117778948157,-0.7550744038014211,-1.1706774555489374,-1.1686584189784066,-0.9478927938363676
-0.1676127722036272,-0.8169644338178736,-0.8729498637283178,4.824344926183461e-4,-0.15421485464401946,-1.1785995105962277,-1.3850682820129772,-0.237785685888812,-0.23456047896936916,-0.10280530339789619,-0.26640981146737
-2.069820738369483,-1.2175903680179376,-0.4797547529266113,0.11754805633601804,-1.3416239690029874,-2.334702995906202,-1.4833404178391187,-0.45856420076981713,-1.5452535770414697,-1.6508076954633104,-1.2693991511806113
-0.9480396946273937,-1.4854178341101758,-0.3467179865748795,0.33488156394686347,-0.6030144635986955,-2.340583005323233,-1.2270494290619245,-1.363646220766631,-0.922077306504797,-1.369272198713239,-1.1776699448835677
-0.21009903565514168,-1.177267072478571,-0.76467245764796,-0.8170980769651744,-0.8235541279420132,-2.1493819132254615,-0.5039298177987491,-1.327511224979467,-1.7321760502638583,-1.675190376983454,-1.2495745437504964
-1.3774929031822876,-1.8502409162313296,-0.42278323088732633,-0.1264143417200441,-0.49818504775026884,-0.6986135851349341,-0.7917615241847626,-0.885114790206418,-0.3617185413081588,-1.0076839189570075,-1.7281874958144596
-1.0573319256160658,-1.543708339365715,-2.0047300748230708,-1.836790790804769,-1.047456611446411,-1.1912330036653438,-0.8295592580090246,-0.31190333060051045,-2.26749531749549,-0.581345230842661,-0.5705052817359937
-0.8982082548739401,-0.7355994655918485,0.06345076131436814,-0.5887302300413825,-1.016268556535065,-1.4721604847380996,-1.504230578663572,-1.4275186214331572,-1.5089262573078441,-1.255481458723039,-1.5109434977656881
-0.8654244797051976,-0.32760185160640554,-0.3729078306705623,-1.0384868506122067,-0.4085098935359639,-0.35619819173070905,-0.32993967285772763,0.21687255092592522,-1.0371838689574937,-1.136021842451976,-0.1581143087521659
-0.3901144266610778,-1.7978549665496635,-0.45821859036482554,-2.8391350548427874,-1.7021654487533238,-2.3424909906761147,-1.1759358072391932,-0.8156929851015565,-1.4648743519839285,-2.0308553598044776,-0.9893365940778394
-1.0758947614986745,-0.07419710102939076,-1.3153914664856643,-0.5269341000051712,-1.1883139640209772,-1.2539225589877583,-0.08552678174529017,-0.6832351078054375,-1.382234032940539,-0.751989105143916,-1.190803732071034
-1.5428395440724776,-0.28487577964045707,-0.9282494070671967,-0.4575819675632304,-0.5951514659815518,-1.378394113908596,-0.5609997480306792,-1.2051482637300395,-1.8986131538084379,-1.9889212938885095,-1.1945260055130325
-0.4469080469904736,-0.9051085449254694,-1.005911019951268,-0.8519469101099031,0.4683196087369242,-1.1259959389425718,0.3554554441045738,0.06540260541918629,-0.03705069774410498,-0.23379177863917477,0.28058888398757026
-0.8383292212190563,-1.118405246506564,-0.6304650490404521,-0.10425729657074993,-0.6410769166828922,-1.8919832605181632,-0.6146796048536117,-1.352836116017619,-1.2485333565262278,-1.0148131888161478,-2.2068573985896136
-0.48816420755839696,-1.236150767661011,-1.2337354432912926,-1.615501054340736,-1.3844448681569457,-1.4347235255886912,-1.1489268627984526,-1.0649909354298674,-1.3616269129925676,-1.498836679226313,-0.5173954127910289
-0.6114226731580085,-0.12408820772403727,-1.5051713251296437,-1.306059583998138,-0.5381173666561415,-1.5329500670991658,-0.43583187152007075,-0.737847520383331,-1.0417665013922413,-1.2131268140486053,-0.8962931943037755
-0.8577733238346895,-1.101292065852989,-0.5209393775889708,0.055909756353309505,-0.7815526914488381,-2.3132347325876625,-0.7961235442800227,-0.32864328184573455,-1.2248763698959444,-1.3788473522154046,-1.2679269917127236
-0.1766062667488173,-0.9786764611988694,-1.7207167539314474,-1.064056017749308,-0.8731316938612022,-1.9913400927667702,-2.234376676405614,-1.1776205575577274,-1.7525376763808773,-0.9543132359121193,-2.0212897879480423
0.18055968137025177,-0.2292617521853154,0.024316857748987095,0.3947868525069411,-0.8174280622332221,-1.0187926760292754,-0.4867112588368611,-1.1764863855509196,-0.3777815509263424,-0.6053023669189065,-0.765714661794327
-0.8871993653198917,-1.326451985595564,-0.95903254661055,-0.8879052812991356,-0.7650504626536865,-1.8384619196813026,-1.6454255515036789,-0.9390955744754065,-1.0881380494338868,-0.6525397109603538,-0.8551411802597382
-0.656363591719124,-1.7918042569282637,-0.12955036374511358,0.14332252504117862,-0.13609926130945468,-0.5315204844203845,-0.5763808644377548,-0.10412295045457907,-0.893915880115013,-0.7411955873576932,-0.013364452272657186
-1.5974091204149532,-1.3312246771372156,-0.2182670909315742,-0.09763775394092085,-0.8725488972795706,-0.5633015224708482,-0.5448764557421508,-0.34670573682954714,-1.3141599910022634,-0.9990458817855206,-0.5992853115195128
-0.6851360954430769,-0.9435612400405919,-1.584187039592599,-0.8733704868063654,-1.8557396635599719,-0.6970743076989863,-1.1682986866752572,-0.8503074163399453,-1.5594564871268353,-0.9577751938901518,-0.767173374687363
-0.8547296786610261,-0.09099513178785897,-0.21781915850776726,0.5681222181940543,-0.44286978543252586,0.23840066700044166,-1.3757316562429425,-0.3025811240176823,-1.7509542722004716,-1.7383187770508033,-1.2940214045258895
0.038938726007796055,-0.33973614579127714,0.5920760591457976,0.17472381715387705,-0.5942961075512918,-0.6622770938712972,-0.7871598283548139,-0.4816448832888464,-0.2664198879374871,-0.875273133872787,-0.4361484693107278
-0.4396789653237773,-1.1792427692719507,-0.3421233623937607,-0.21234422708538644,-0.840949068422492,-1.6335663007051298,-1.7405635739470602,-2.0137787345946436,-1.1416967747325237,-1.0941609073950307,-1.5467383254579814
-1.037953309381263,-0.3898922138562751,-0.48727529528131225,-0.06228349024427477,-0.39371918526447286,-0.8941721401746636,-1.0872437551687488,-0.43951312454466535,-1.4826770642733584,-0.8562872182242663,-0.6587072263501585
-0.30950813846679254,-1.3032531272692833,-0.5419440186353486,0.17442145960576638,-0.5343839679535779,-1.076895728990464,-1.9249289204044608,-0.6183245308501144,-0.5468993030733431,-1.3375933140103093,-0.7731568445223946
-1.4591075497232366,-1.6504162300726337,-0.1974063043780998,0.029571280525887353,-0.6251027299774119,-1.6479894350236723,-0.5551467449770768,-0.6938354494361887,-1.2334515846558733,-2.390888160172857,-0.967771464975352
-1.434858483305393,-0.8588901960389445,-0.9965994200385332,-3.3275937724146285,-1.3475284680310353,-0.78828113143194,-1.5058813468491936,-0.27902242300367197,-1.4623064306473479,-0.5224198397651129,-0.34509244767949276
-1.1113237181486892,-0.9050805985964321,-0.6666167112477595,0.12072748911132332,-1.6320210624854954,-2.2213240511681462,-0.9717182243107618,-1.9673921342719602,-2.4079508743395497,-1.4508093509933488,-1.6695340214761136
-0.3223737067395738,-1.3309130570369312,-0.657820213008777,-0.7205747914444384,-1.7362764625672882,-0.7952075301598885,-2.2289390024743305,-0.8501443919556229,-1.0605806221999377,-1.7387666897482867,-0.988159002014821
-0.5409011919591826,-0.7601590399117183,-0.1854174223033691,-0.24917315656810768,-1.5264975322004526,-1.6669874718234718,-0.7381414512248837,-0.4048887886571782,-1.1184431443626284,-1.8729727107814758,-0.7745730255597381
-0.9562547634639942,-1.6417724383098502,0.17078245719229984,0.040625388571203264,-0.5591865801767035,-1.0676976931346653,-1.3416616052517865,-0.3758062405543863,-1.2555238620474285,-1.1213757855169757,-1.5401192342740244
-1.1509124831025053,-0.9999233657501988,-1.596995633839974,0.41463654684735546,-0.9461505557783599,-0.7301025113327981,-1.1226563744746303,-0.3962347934679532,-0.7648751369159751,-1.73572847965368,-0.7981248355781734
-0.7102636409547158,-0.7498791955153168,-1.2307552615574031,-1.5964512209543849,-1.1775187543638528,-2.183993790519743,-2.4816589549153147,-1.7150427747292,-1.1035906669899245,-1.668320386593556,-2.063307964079986
-1.3247325861563586,-1.3198244326829,0.29436646803458194,0.385226184834663,9.294795564119778e-5,-0.7831598326046854,-0.36240506092083047,-0.6738203492921434,-0.8180282703052886,-1.3708651027764223,-0.8791949099233973
-1.710539566034169,-1.012446197055833,-0.5521049670133265,-0.12515105751349076,-0.3588767835106542,-0.7644010991392189,-0.8493815585297035,-0.7591214496499471,-0.7387750176534992,-0.9261608190303162,-1.41969848629002
-0.7997975908184476,-1.3003206411950403,-0.7319794205771356,-0.015306266437410641,-0.8755481010810846,-0.7170759805388702,-1.2528346807272657,-0.7780751385001641,-1.2334992281895034,-2.087119223898513,-1.27451916913378
-1.010342481645542,-1.8805100390591354,-0.2517282295117483,0.31964112272177775,-0.9390646142053861,-1.4642950862319837,-0.8416992896636517,-0.05391836940525363,-0.8145800809444383,-0.5280093964345832,-0.7718514041140444
0.22954042584711373,-0.9709156157052755,-1.5115241745840855,2.346319446475819e-4,-1.2372205743076268,-1.1167094951976049,-2.177786751889727,-0.7553316036147937,-1.3362223055056108,-0.9372892841940973,-1.6155489100093945
-1.0603919432381357,-1.353455262496977,-1.4399831342735152,-0.8338359054112036,-0.6391807963062031,-2.307635567443654,-0.587628736452285,-1.1658638970095523,-0.9617968127383638,-1.3237989785295263,-1.8119546862004234
-0.9006001531777594,-1.3884500527989487,-0.7965458392327366,-0.37425923815099993,-1.713200874512823,-1.6106847246116665,-0.7658482859726486,-1.1370199295065007,-0.8844859433950304,-1.3191595905976414,-0.9001464955089152
-0.551159474274652,-0.9982783166068366,-0.06508971040192885,-0.09961798718899743,0.0734238019095993,-1.0768750133643517,-0.8210386013516977,0.21027091556066332,-1.1924443247993475,-1.1634940836778693,-0.19307734786621783
-0.28627737539449244,-1.1441609882815857,-0.8204701478504154,-1.0781366519956375,-1.0107275993350846,-1.5799865738312027,-0.3700857818026333,-0.7780443504049237,-0.6242505316409312,-1.3159995034800733,-1.925208647047646
-0.8915054078874438,-1.6135866063559865,-0.6903246685373282,-0.7190362265174907,-0.37156537360138864,-1.7736585957786053,-0.2718064375372662,-0.5629805393991396,-1.0525816454222912,-0.7824281396569525,-1.7837393460768944
-1.3958028831645144,-0.9740114082747359,-0.44120312354438224,0.1898741368551002,-1.3108773779884266,-1.6227536048256066,-0.9852717625406872,-2.010321004596627,-1.0172484846977736,-1.7142295306533697,-1.9827483951117362
-0.34822105469124476,-1.2362001396263298,0.12256611390479873,0.11095578461160492,-0.09894953414268322,-0.7129204050890138,-0.8238282448279016,-0.053542022639502605,-0.4845591126147302,-1.1980417977148896,-1.1423083684572302
-1.7883392076628852,-0.3968494350102083,-0.23156447716917813,-0.47369733211413007,-0.792816947262908,-0.3252291271399389,-2.129723519408961,-1.3966354144600848,-1.639457715862123,-1.1488670257326645,-0.6120926655065798
-1.1163509645155005,-1.6519742148494236,-0.8453850838111538,-1.4013356676698574,-0.93647950171192,-2.1142625352587303,-1.549178127184221,-0.8733196786035191,-1.5591990778774218,-1.24950560990993,-0.6418219244860488
-0.9193428080661303,-1.295302538479567,-1.4088215162455862,-1.4736819522828433,-0.27225120933682584,-1.8261015672691607,-0.7481115420889892,-0.5423251459077162,-0.8269045165608618,-1.1648050518145026,-0.591347602009911
-0.61989264230875,-0.9810186392715247,0.27312781581628787,0.5976179676030363,-0.533347887415544,-0.9451734941998581,-0.7431848845921216,-0.2682770921452422,-0.5765534242918008,-1.0546473097292106,-0.7428518482770461
-0.5808881428582595,-1.3706941901392014,-1.3799501347775862,-0.2444998291084314,-1.2554427767642606,-1.888082298307781,-1.2706726963155612,-0.913211354450304,-2.0222513702563476,-1.3540014531705233,-1.306737982747036
-1.2732678317655772,-0.8400740369996355,-1.4037344172363362,-0.43639793664876436,-0.7500751490663736,-0.7771277356488415,-0.7972216635536504,-0.5740418403923876,-1.244656957393524,-1.7312730916198988,-1.563871365653253
-0.7158838380200288,-1.2149866060564198,-1.7171948425380252,-0.6474427939787911,-1.1784019349161325,-1.3350868655583485,-1.3558528503523286,-0.6181552393202941,-1.1532484739685274,-1.6264889511081468,-1.7398072008604304
-0.3458299400198538,-1.3689103735352954,-0.7510724078752434,-1.2891355458122402,-2.097630225652412,-2.5333382518040644,-1.0773050894427607,-0.5164309229285455,-1.1358904888951793,-1.479649448289659,-0.5580770723655191
-0.7589441566621212,-1.038748052592459,-1.9519156300498126,-0.11963995371117643,-1.1154078320013867,-1.1385629778090531,-0.9734485370961609,-1.7639682574340048,-1.1215900365861358,-1.4649557038992802,-1.2963235995411528
-0.7568381234418942,-1.4040743640530402,-0.6194552838906903,-0.6180801608755957,-0.921562292616476,-1.48060017888978,-0.8038229533923436,-0.7834773557430057,-0.7619022418885145,-1.1151416142454165,-1.1547159427830447
-1.1576777888240013,-1.5385415412655603,-1.0952127637411848,-0.718399844795352,-0.5394041720931022,-0.6473594208550754,-0.5996111402397896,-0.43917010082536195,-2.1326139129775137,-1.209968245654514,-1.1116707233337277
-0.8671504926836386,-0.8755620684810164,-0.33591737025204477,-0.015508236959969049,-0.2796578347171487,-1.6298811239398268,-0.48961455657934433,-1.0458279769968057,-0.35705651148445,-0.1551239916795789,-0.0301380112075619
-1.0962959341529672,-1.43692703119233,-0.18595849325639452,0.3318833997648127,-0.14001664855448734,-0.6843822296198693,-0.991008741070325,-1.307293711910927,-1.2545470796362188,-1.4224383011725492,-0.8794276188241312
-0.04133087916219349,-0.603580846135438,-0.12691563181463258,0.27076944424389593,-0.9672421365008703,-0.7125281942931787,-1.152415323460244,-0.5471787164681573,-1.0234171510720635,-0.7399898775397716,-0.5158346099432587
-0.9926018621668554,-0.8228877607777173,-1.2940744402612958,-0.7101094000592474,-2.0171623321649332,-2.8224603117572493,-1.6551564473111333,-0.7739898347509785,-1.5457619050632907,-1.0175845483588821,-1.4729392712561709
-0.9457909864336641,-1.1939067580678593,-0.10858410441997547,-0.03914771255560334,-0.2218254846573484,-2.486540443250244,-0.7673050722480327,-0.00890368811048552,-1.5852605083807565,-1.3126699118808254,-0.5837061671849807
-0.5692179505887196,-1.3167337865798974,-0.34174797623728076,0.31303953622774566,-0.6616410286929049,-2.236165357586258,-0.4134506415622674,-1.1223868679507192,-0.4882252599025775,-1.438864850344294,-0.7859254915241001
-2.0605340372431913,-1.6411004081546687,-1.9571148099680373,-1.1891022864926515,-0.7084331121134833,-2.505896317213993,-0.9977232585186881,-0.6222238904356598,-2.5556349516172476,-1.2219564870824795,-1.9126091080745689
-0.6466977324204539,-1.2262000317229786,-1.0134893806119263,-0.9487122320798913,-0.30463491636670637,-1.3744631584759919,-0.9054390926285756,-0.5791707041539335,-0.9732981094740171,-1.4533475161231886,-0.258912704605372
-0.8437339744104297,-0.7348861556534099,-2.106951378128336,-0.9516036763651752,-1.4390537666749645,-1.468432569794443,-0.6905396487405401,-0.9316903880964121,-1.6385263384833266,-1.6912410996402907,-1.1029734932833217
-0.10809417162438054,-0.9200265411766038,-1.8328026915966473,-1.4778748613011718,-1.161358110336079,-1.0930655496166206,-1.9084041613020992,-0.347499116475734,-1.3234025665516453,-1.1713002413629885,-0.35979503945122643
-1.605331768937281,-1.5356789757287412,-0.6400806618477121,-0.338900878756192,-1.278222063690577,-2.032004123446338,-1.0789140406957713,-0.5979054341531433,-1.9464609265236401,-1.4852797533080915,-0.6841382449145036
0.024191046181118694,-0.5363587233968551,-1.0748577177160148,0.49940364933088893,-0.4688438138318402,-1.5511274663660382,0.2000749287226184,-0.06347381043065983,-0.15707483146920034,-0.6073440116563732,0.15518265651938856
-0.2825084228088088,0.2498158766347886,0.18561407912988978,0.2757843814412501,-0.17578450883306238,-0.04477776839618439,-0.4561095410198967,-0.5003803617439343,-0.1664440240930392,-0.8490325598404007,-0.21338096808066667
-0.16921951966589355,-0.6703187440485804,-0.19497159982029946,0.12457031287326904,-0.7509380699562509,-1.3789907971855448,-1.0035690775677613,-0.8165164862223601,-0.9752627024181397,-0.9333852006018478,-1.0703154175089191
-0.9001272653162804,-1.566771328148792,-1.1961880350523109,-1.302715296033622,-1.7188601441992055,-1.217299596946696,-0.9164491134637506,-1.3475322098738083,-0.8961310003710715,-1.4013201104554591,-1.304350290094709
-0.529629790152159,-1.6127470410225462,-0.3928387609709474,0.6760879775316452,-0.48573062393382016,-1.575824035927382,-0.6475799982212802,-0.7160776613581002,-1.0045171872127592,-1.112713273207798,-1.432974187216095
-1.6645214810133622,-1.9501457178318324,-0.9825002371137219,-0.735761897483739,-0.595075193314424,-1.7563803273021608,0.10949056959892253,-0.34079470818220126,-0.5005211469616944,-1.8273067210811593,-0.32948475991459736
-0.9981794453196309,-1.4565982139191975,-0.507626954572168,-0.20469707015916885,0.11802617463497919,-0.9006784299963676,-0.2747674785259813,0.1972143179916927,-0.6839652202672739,-1.6101701498625467,-0.38293722659196217
-0.476642966178555,-0.8078390317625248,-0.8757476853360844,-0.7098849694654484,-2.1764726428300474,-0.7077071517441504,-1.6748860934431344,-1.360425152601557,-2.018799632302078,-2.248904840330264,-1.279241656182111
-0.8506041938305492,-1.1891001553210907,-0.9472724837922815,-0.651302472212015,-1.5589953550005038,-2.2300005650230874,-1.2365998927705004,-1.178655259776007,-2.0680428583549544,-1.582432438343658,-1.436352001186677
-1.203801393444715,-0.8005800868978699,-0.5336706948382802,-0.009458474675331913,-0.45153073946072153,-1.9655720108806916,-1.6784807795928227,-0.4095496976921139,-2.5739230106918205,-1.7058350036274164,-0.7954400106106887
-1.3819569923740351,-0.4535598894553077,-0.44395196199395337,-0.09491020579605634,-0.41150622047342117,-0.41474419307230165,-0.9450590789785811,-0.12180422920168009,-2.326289487837911,-1.7080626399182663,-1.8332211108745382
-1.151279852943218,0.18576756682048765,-1.3380027111678139,-0.5459845822117921,-1.4113324949593533,-0.7510426060993151,-0.6998444855436117,-0.2516748764401933,-1.378913090265724,-1.1300939980427012,-1.9227393153245629
-0.21045726012092172,-0.3702739423164803,-0.7132092241901272,-0.14793995990174472,-1.5631482925779243,-2.002048668873342,-0.5796449124476598,-0.898971378747927,-1.4235221096204906,-0.3070288409019952,-0.27974016007608027
-1.9333414503497173,-1.804484539104174,-0.8338956106508663,-0.6288345043053218,-0.8004923058565,-1.3553532949133724,-0.3123671399904079,-0.30400885116583115,-1.1745247630524878,-1.6420365836819368,-1.6013521675605344
-0.9002274101010744,-1.412327321645338,-1.1616266308609362,-0.5069025781609252,-1.898496016232112,-1.310427181051475,-0.7564416772914044,-1.845166133592427,-2.1415566969944098,-2.4722893371357517,-1.1886267372698252
-1.4110565179863739,-1.0889065535259415,-1.862455101860187,-1.708175992156119,-0.8561146612023162,-2.1659530629417105,-1.1681273243995949,-0.6118842003803654,-1.1448691134023519,-2.336967856036386,-1.9098121353589346
-0.30306974894753147,-1.1002747788621459,-1.0866477598930222,-0.92868526505412,-0.930951141032047,-1.784186842392537,-1.2214534336705962,-1.4974567777388432,-1.220981182027486,-1.733541682590636,-1.3072070002796556
-0.9663477039429214,-1.088185914290735,-1.3329148006487157,-0.5684373185222508,-2.0843860111430272,-0.5973621463941757,-0.43981073546706473,-0.9416828635432022,-1.5766450517661534,-1.2183808758278674,-0.9007358805964978
-0.7596994200736661,-1.0645540170953045,0.11098452380928575,0.9413517739949234,0.021219287733325033,-0.8157707396174175,-0.14600659223501464,0.1332360724542223,-0.10498672500115915,-0.4404431500235594,0.058947852158612035
-0.8886339595606123,-0.6477934972663575,-2.051831834306155,-1.338004390869339,-0.16140986796089532,-1.6691546987822656,-1.4727539472390128,-0.7558114106271817,-1.2473932016500575,-1.5327944899915174,-0.9709707832120008
-1.8703242808467426,-1.0391575233789767,-0.7347003967935563,0.06113097843668643,-1.09828419916473,-1.2702835303076794,-1.5974534498000699,-0.5875819921152293,-1.9556425332587197,-1.403440520686314,-1.9529426640675063
-0.7778791877421811,-1.7097759357255835,-1.5641023466495318,-1.9885042711781724,-1.18465849495277,-2.152617946680922,-0.8769562911309142,-0.8418698853370906,-1.8289537469022628,-0.7173356975926499,-0.6474529942256418
-1.1748014118186847,-0.5041168431922414,-0.9339204640555728,-1.162315559538589,-0.9165098078145285,-0.767312014545103,-0.7011809349455365,-0.8115082136024694,-1.177623098800267,-1.3222540522350306,-1.3393330140010458
-1.276155463425,-1.0935746779976647,-0.19051852911314784,-0.006756875778114148,-0.34315674957318804,-1.7963958947838468,-1.1182579517946276,-0.7506914705741075,-1.0093331629997793,-1.4249885118259418,-1.715740145507012
-0.5874365102472069,-0.4671169871978004,-1.870983542302908,-1.2952807830011765,-1.5199298669280064,-0.48280871900801,-0.5789420301210787,-0.5230222344003065,-1.3672703953950176,-1.2239659439640214,-1.232703160097176
-1.136266041567078,-0.7433630490146128,-1.1883629490469285,-0.4226776405393884,-1.173226961785698,-1.0138786485022304,-0.8012857438978034,-0.21573764186705333,-1.3382174381202327,-1.0461454382025717,0.029758857622638423
-0.7617043375972059,-1.8896746647569687,-0.786687502452989,-0.8543317298202253,-1.2159952068136846,-1.7168104860745577,-1.3726788831945114,-0.6741936828296284,-1.9731487537478523,-1.1982081679590562,-1.6884702926416502
-0.34472584242180854,-0.9035118343547417,-0.9303031909439418,-0.9785824936173841,-1.4236903311372282,-0.8469397319022132,-0.2663005799071942,-0.8614130596947935,-1.3831523393259229,-1.3202350720823866,-1.190347100630147
-0.5655729032380892,-1.6122772294710062,-1.065309198315042,-1.9246397289092287,-0.20926884832278225,-0.46772319667043544,-1.4877046493538804,-0.47420900309720837,-1.89596754327402,-1.6287443815015321,-1.1286999665020199
-0.9984523112686803,-0.30880335298277056,-1.3602439924534437,-1.5973578276144826,-1.1690770891505826,-0.8799886489845554,-1.0136694088936702,-2.010194391247224,-2.416966313579221,-1.1064186116196968,-1.5505015640892197
